OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41770307",TRE-18179,,,,,TRE-18179,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,1328 N 121ST ST,b2360686-ffa5-4542-b29a-d9b1956a99db,1269516.99992406,264930.000120878,88.2714996337891,47.7163460935,-122.3401606284
"41770470",TRE-19853,,,,,TRE-19853,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,11039 40TH AV NE,3374296d-1b1d-488d-9606-b95b1dc8ffca,1282932.99999489,262163.999747381,86.8651733398438,47.7094715989,-122.2854581112
"41770630",TRE-17710,,,,,TRE-17710,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,14040 19TH AV NE,d20cdcf4-2cdc-43d1-8a51-42521d627b95,1277384.99993606,270326.999825552,86.1098937988281,47.7315569687,-122.3086243706
"41770726",TRE-33863,,,,,TRE-33863,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"44",Private,2006 2ND AV N,3e7d1bbd-3bf4-4e2a-8adc-caf900b93ab6,1265754.21676722,235980.350015044,87.4387054443359,47.6367936029,-122.3531209676
"41770922",TRE-28040,,,,,TRE-28040,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,3902 1ST AVE NE,989dbc39-a7b1-4bc9-9176-ba3dc177a139,1272109.34874198,242160.428534135,88.1115188598633,47.6540741462,-122.3278354503
"41770989",TRE-71923,,,,,TRE-71923,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,1336 CALIFORNIA AV SW,d8d92106-1dba-462d-aed3-b552d8bb0618,1257420.00016798,219570.999959797,87.8308944702148,47.5913604946,-122.3855762292
"41771200",TRE-56879,,,,,TRE-56879,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"46",Private,2606 E SPRING ST,a996e8db-5719-49d4-a378-6618576a1529,1279068.99984889,226538.00013338,86.2678298950195,47.6116202182,-122.2983953711
"41771597",TRE-34160,,,,,TRE-34160,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,1714 2ND AV N,b2312e08-a708-4e9c-8d11-425cd057d4ef,1265736.99993815,235123.000023723,88.0050506591797,47.6344427144,-122.3531221159
"41772578",TRE-14392,,,,,TRE-14392,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,2329 W COMMODORE WY,70e67cfd-d118-40a1-a68f-bf4b06b32b93,1257477.00005397,244791.000044629,85.0461807250977,47.6604899104,-122.3874091016
"41772798",TRE-20576,,,,,TRE-20576,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"47",Private,1612 N 39TH ST,ec58fda2-4a6a-4ff9-8ea8-56e8e5fb2a95,1269626.00003414,242319.999737307,86.4299087524414,47.6543788749,-122.3379222796
"41772842",TRE-19340,,,,,TRE-19340,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,2623 NE 113TH ST,56ea317a-1677-41ce-9393-1692ff251260,1279585.13497147,262391.335906878,86.0099487304688,47.7099207381,-122.2990715595
"41772898",TRE-72077,,,,,TRE-72077,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,1750 PALM AV SW,e7ad239f-4c08-4e37-a437-2d971fb364a4,1257277.99979581,217934.99995096,88.0199508666992,47.5868684753,-122.3860178209
"41773108",TRE-2722,,,,,TRE-2722,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,5121 PALMER DR NW,69c53484-c674-42df-a519-87c85bfe0977,1264889.58102931,246782.737859055,87.390983581543,47.6663555370,-122.3574950752
"41773117",TRE-4166,,,,,TRE-4166,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,5707 KIRKWOOD PL N,75f5c3f1-638c-49c9-bd55-582c1e989d62,1271019.0002009,248130.999926299,87.3989486694336,47.6703811438,-122.3327306288
"41773283",TRE-8980,,,,,TRE-8980,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,2701 NE 62ND ST,9e71ad0f-7658-4b95-ba1d-a724c13b8973,1279556.99985714,249256.999970883,86.6215286254883,47.6739182489,-122.2981703986
"41773305",TRE-70686,,,,,TRE-70686,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1830 S WELLER ST,7ab03ac4-79bc-4214-9f52-92e9fb26a01b,1276716.99995972,221449.000140801,90.0019454956055,47.5975481901,-122.3075337916
"41773722",TRE-8421,,,,,TRE-8421,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,4757 THACKERAY PL NE,8791d1b5-746a-495b-9884-451f1ed7f68b,1272583.00002564,246075.999771222,86.1567306518555,47.6648318094,-122.3262221681
"41774232",TRE-63964,,,,,TRE-63964,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,6515 2ND AV NE,5f87cf74-82ff-4477-979c-96823c1122de,1272371.00012156,250298.999855384,88.3516616821289,47.6763956410,-122.3274150760
"41774473",TRE-8148,,,,,TRE-8148,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,2129 N 51ST ST,d2847e71-528b-4b8c-9a8a-c7ac9750450e,1271040.99982882,246431.000045463,85.4242401123047,47.6657226791,-122.3325069494
"41774533",TRE-84311,,,,,TRE-84311,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,6360 BEACH DR SW,2b553588-a147-4879-81d5-df17f4501cf3,1253984.99982014,202762.000113294,86.9653091430664,47.5450975153,-122.3981089557
"41774682",TRE-88902,,,,,TRE-88902,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,5904 S ROXBURY ST,968bc71c-cbfe-487d-abb0-15e8c1ed2bf0,1288071.69476998,191826.019032553,87.3520965576172,47.5169379685,-122.2592958762
"41774914",TRE-35201,,,,,TRE-35201,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,6759 21ST AVE NW,7df810da-b3a0-4cb9-8de3-3891f3a2d527,1258626.00005256,251665.00007613,82.3099746704102,47.6793945672,-122.3833092266
"41774995",TRE-17764,,,,,TRE-17764,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,13563 22ND AV NE,d8636515-f0ee-41ad-8e40-2458ff225998,1277984.0000504,269097.999986961,85.7896194458008,47.7282197639,-122.3060951998
"41775074",TRE-44817,,,,,TRE-44817,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,764 BELMONT PL E,03dc2fe5-296f-4848-96d8-233eab648c01,1272809.99989973,232244.000204295,87.8951644897461,47.6269307497,-122.3242136841
"41775162",TRE-80167,,,,,TRE-80167,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,6017 39TH AV SW,7be21022-af9a-42c0-afc6-6249d42f4939,1258009.99997222,203673.999929711,86.8144378662109,47.5478204325,-122.3818894191
"41775285",TRE-34539,,,,,TRE-34539,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"46",Private,8061 16TH AVE NW,1e74f3b2-223d-4bd6-9bd5-4a227f25069a,1259987.99995323,255029.999907807,87.7742919921875,47.6886928643,-122.3780555564
"41775382",TRE-74555,,,,,TRE-74555,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,2000 30TH AVE S,201eb871-6df6-4196-b5fa-d3cd4a3b7c7f,1279969.00001739,216820.999882385,86.7377243041992,47.5850328663,-122.2939996184
"41775430",TRE-25873,,,,,TRE-25873,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,2337 NE 86TH ST,4fc65c9e-b7e6-41e2-9911-f4ddc09c1c7e,1278634.73792215,255553.611721471,87.6028518676758,47.6911289761,-122.3024010505
"41775484",TRE-79735,,,,,TRE-79735,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,5610 38TH AV SW,2a855bed-9284-4aa1-a28f-b031f798bb5d,1258440.00009647,205057.000116467,87.8496551513672,47.5516348567,-122.3802611790
"41775651",TRE-35200,,,,,TRE-35200,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,6759 21ST AVE NW,b74caec7-5665-4737-88b7-0674ec2e88a7,1258601.00010256,251694.000018135,82.3981018066406,47.6794726735,-122.3834130628
"41776141",TRE-72309,,,,,TRE-72309,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,2600 41ST AV SW,662d6838-f6e1-42db-8ded-a80e4d5b7864,1257799.00006615,215817.999919876,88.0595474243164,47.5810947128,-122.3837342229
"41776513",TRE-8355,,,,,TRE-8355,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,2410 N 46TH ST,efa4ce89-e016-47dd-b3d3-5b705d21ac5f,1271797.99995522,245302.000006884,85.9532318115234,47.6626685113,-122.3293462761
"41776714",TRE-58142,,,,,TRE-58142,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,502 30TH AVE,836be7d9-19cd-4e28-8e54-db1e7981c65e,1280290.89176206,224540.34533605,85.947509765625,47.6062083135,-122.2932888910
"41776754",TRE-11480,,,,,TRE-11480,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,6414 57TH AV NE,9a9397ca-5922-4954-ab59-3d8dca239192,1287024.00001498,249674.000121132,89.1719818115234,47.6754468462,-122.2678985648
"41776879",TRE-21771,,,,,TRE-21771,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,3915 WOODLAND PARK AVE N,8586081d-e43a-4889-aba0-d48e3ab43b1b,1267941.00012331,242421.999861389,87.0848236083984,47.6545679391,-122.3447659549
"41776921",TRE-47392,,,,,TRE-47392,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,737 20TH AVE E,a94011be-bd4a-4fc8-9b5b-1cd973ba70b0,1277260.00018606,231950.000136137,86.8920669555664,47.6263597976,-122.3061478780
"41776926",TRE-18094,,,,,TRE-18094,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,11055 PALATINE AV N,a48c439a-84c8-4644-b647-b0166c6a09db,1265239.99994789,262878.9999578,86.8464813232422,47.7104935296,-122.3573668109
"41776958",TRE-20677,,,,,TRE-20677,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,3842 STONE WAY N,a2f9d1ba-2886-479f-901a-d7410dc72a78,1268611.00009565,242231.999913305,87.4866790771484,47.6540831969,-122.3420328383
"41777278",TRE-45426,,,,,TRE-45426,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,2610 E HELEN ST,68b7a891-9c4a-4f4c-8cc2-766630116b30,1279231.00018106,232584.000180468,87.3693161010742,47.6282007127,-122.2982052625
"41777370",TRE-80073,,,,,TRE-80073,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,5937 38TH AV SW,3ba294de-e5f3-4f8c-91d4-43d21c59df06,1258367.00024247,204113.000035971,87.1694717407227,47.5490433881,-122.3804798841
"41777776",TRE-62125,,,,,TRE-62125,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,6507 FREMONT AV N,63623916-ba1a-4f4b-80e1-47b0531134de,1266796.00011672,250388.000005469,87.1391067504883,47.6763406307,-122.3500478761
"41777855",TRE-96264,,,,,TRE-96264,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,2302 NE 89 ST,e23deceb-fead-4fc6-9ed4-0316a6670cec,1278244.00018656,256370.999850467,87.5815505981445,47.6933489634,-122.3040507188
"41778039",TRE-7783,,,,,TRE-7783,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,2333 N 57TH ST,69895239-0e12-475b-bcba-d4234e7ae8b1,1271808.99993323,248005.999848217,85.0121917724609,47.6700806721,-122.3295149709
"41778064",TRE-38160,,,,,TRE-38160,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,2411 E BOSTON ST,1056380b-5b4e-4240-963e-4946058957f5,1278560.99988064,236418.000058383,87.0277099609375,47.6386746727,-122.3012184761
"41778514",TRE-59524,,,,,TRE-59524,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,316 20TH AVE,64c5451e-5549-4f4e-a3a0-8c0afa22b363,1277076.9998959,224105.000078127,87.7457733154297,47.6048471502,-122.3062809857
"41778576",TRE-20733,,,,,TRE-20733,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,3822 DENSMORE AVE N,2b2dd51c-0834-4f1a-a0dc-6c8a1d037d6d,1269749.00011623,242122.999803215,86.2745056152344,47.6538454965,-122.3374076823
"41778823",TRE-1040979,,,,,TRE-1040979,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Seattle Center,500 BROAD ST,5cd9ee24-39c3-4992-aee2-44063c0bc362,1266669.86618264,230056.456679136,89.3739547729492,47.6206059774,-122.3489345264
"41778838",TRE-15441,,,,,TRE-15441,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,14004 ROSLYN PL N,0e554863-edd8-492e-926a-0603d600b40c,1269495.99996606,270127.999895468,87.6685409545898,47.7305924345,-122.3406594861
"41779106",TRE-77318,,,,,TRE-77318,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,4540 47TH AVE SW,0d0c848a-630d-4f15-89fa-1c6f04bcf9d5,1255593.70854497,208795.374857545,87.4654083251953,47.5617240532,-122.3920914412
"41779146",TRE-73631,,,,,TRE-73631,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"44",Private,2731 47TH AV SW,6e100b97-f0a7-479b-a127-ac1c7b019e17,1255719.99995907,214873.99983938,88.09130859375,47.5783921461,-122.3920786728
"41779160",TRE-83450,,,,,TRE-83450,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,5140 S JUNEAU ST,ee0c1472-8de6-4303-ba86-2222b915dac6,1286142.59068856,203839.544218048,87.5412750244141,47.5497689738,-122.2680074805
"41779182",TRE-11578,,,,,TRE-11578,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Seattle Department of Transportation,5500 SAND POINT WY NE,b2b1807a-df26-449a-8186-79813b106b23,1285887.62663156,247392.521088302,87.8649520874023,47.6691351365,-122.2723372914
"41779273",TRE-25798,,,,,TRE-25798,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,1724 NE 90TH ST,05f70ab0-4259-483c-b44f-c300784d451c,1277187.03182806,256626.033133045,88.5273742675781,47.6939925497,-122.3083616306
"41779559",TRE-10863,,,,,TRE-10863,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"41",Private,5035 19TH AV NE,8bf1722b-5102-44c7-9942-7db426cf9afe,1277263.00018007,246355.99986738,89.1161804199219,47.6658465794,-122.3072545533
"41779641",TRE-25507,,,,,TRE-25507,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3203 NE 104TH ST,fc87b597-d296-4606-a63b-fe3834a3149d,1280777.00069797,260063.719499141,88.1802520751953,47.7036029000,-122.2940518371
"41780045",TRE-13210,,,,,TRE-13210,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Seattle Department of Transportation,6200 SAND POINT WY NE,04f3552d-d239-4598-a219-857b8ff3b90b,1287749.99987531,249287.999908879,89.0189437866211,47.6744258774,-122.2649230000
"41780058",TRE-26126,,,,,TRE-26126,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,10301 44TH AV NE,f636f63c-3279-452b-baf7-d993916fd00d,1283742.00001732,259570.000014141,87.5859069824219,47.7024032594,-122.2819743799
"41780060",TRE-24607,,,,,TRE-24607,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"48",Private,1014 NE 103RD ST,c9946000-8a05-490f-b528-4c918fa091ac,1275157.9997969,260003.999802306,86.510498046875,47.7031445534,-122.3168635517
"41780118",TRE-4184,,,,,TRE-4184,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,5541 WOODLAWN AV N,67ba6ec2-d216-4f2b-93fe-627bdd763820,1269703.99987814,247985.000218302,87.7007675170898,47.6699106043,-122.3380552628
"41780192",TRE-15041,,,,,TRE-15041,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,13610 3RD AV NW,f2143b5f-ca94-48e8-a4f1-e805d4458ce9,1264603.00023764,269539.999759138,87.8338012695312,47.7287163114,-122.3604905883
"41780199",TRE-82213,,,,,TRE-82213,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,5903 S JUNEAU ST,9dfcf835-d178-4b1c-b338-1d18ba460db9,1278953.82816322,204021.8125543,86.8746490478516,47.5498974587,-122.2971260028
"41780324",TRE-71575,,,,,TRE-71575,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,700 LAKESIDE AV S,3c3082a9-01c0-45c7-bd8f-e74182714e76,1281614.00000823,220937.000180557,87.4890747070312,47.5964002251,-122.2876502980
"41780366",TRE-58438,,,,,TRE-58438,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,1434 21ST AVE,7655ec06-2925-47ec-b848-35dcdf3efbbb,1277490.26941057,227454.654139966,87.5185546875,47.6140501857,-122.3048656731
"41780370",TRE-73102,,,,,TRE-73102,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1901 45TH AV SW,489e6261-3a37-4aeb-b934-2cc25ba3f7db,1256460.00011948,217913.999992967,87.4978713989258,47.5867656251,-122.3893301426
"41780382",TRE-72906,,,,,TRE-72906,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"56",Private,4403 SW SEATTLE ST,1693edfc-a05b-4843-8d12-c0b1385fbcfa,1256887.00024973,218810.99983938,88.4299087524414,47.5892478946,-122.3876736078
"41780531",TRE-67762,,,,,TRE-67762,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,1237 E SPRUCE ST,c90487b5-daf6-4f64-851b-16ef471549ce,1274865.00005481,223637.000029877,88.0180358886719,47.6034479565,-122.3152094154
"41780875",TRE-18690,,,,,TRE-18690,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,11352 14TH AV NE,ee3b9c3a-d6f4-412b-a6f4-5ab86e0d686f,1275989.99977331,263195.999979973,87.4386138916016,47.7119376570,-122.3137345422
"41781119",TRE-72784,,,,,TRE-72784,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,2909 FAIRMOUNT AV SW,979e1a2b-d44c-4a5e-9902-9c9416aa568a,1258147.00002632,214670.999917299,88.0228118896484,47.5779700697,-122.3822309593
"41781280",TRE-30991,,,,,TRE-30991,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"43",Private,2517 1ST AV W,ddbc45d9-d137-45fd-aace-9d1405dc4483,1264513.08407889,237888.335700378,86.3237915039062,47.6419559929,-122.3583075032
"41781633",TRE-17381,,,,,TRE-17381,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,2504 NE 140TH ST,b1aae4ae-a92f-48ed-93f9-c5adca0b1f74,1279035.9999149,269935.999951378,85.5133666992188,47.7305718130,-122.3018864048
"41782091",TRE-5972,,,,,TRE-5972,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,517 NE 63RD ST,84eaee2b-f14a-4e41-8254-3abd2af31ba6,1273527.00010614,249514.000113055,87.1852035522461,47.6743054070,-122.3226618489
"41782302",TRE-48777,,,,,TRE-48777,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,3711 E MADISON ST,2d462278-55fe-4952-a4de-544950cfecb9,1282665.99987273,233503.47898455,87.9013519287109,47.6308993952,-122.2843475875
"41782311",TRE-73128,,,,,TRE-73128,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1901 45TH AV SW,b630dbbc-55cf-4abd-8b33-b162e1251249,1256427.00018547,217915.999988973,87.3344879150391,47.5867692778,-122.3894640021
"41782745",TRE-24644,,,,,TRE-24644,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"46",Private,554 NE 100TH ST,0c85e74d-9c83-4ef2-8442-feb15fda8b1a,1274128.82337756,259368.560128301,87.4666595458984,47.7013483693,-122.3209926765
"41782853",TRE-63556,,,,,TRE-63556,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,7476 CORLISS AV N,bd787318-a187-420f-bb03-4d3e6f05a687,1271707.00013722,253411.999862969,86.5885238647461,47.6848928941,-122.3303556747
"41782862",TRE-19848,,,,,TRE-19848,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,11039 40TH AV NE,5d272f94-a21f-4477-98aa-b10c4db80c17,1282933.99999289,262193.000017464,86.8651733398438,47.7095511401,-122.2854562727
"41782869",TRE-44567,,,,,TRE-44567,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,1422 E HOWELL ST,e6f44115-d2c3-4489-a45c-a2cae75b3476,1275467.58808848,228812.499849468,86.1654281616211,47.6176656964,-122.3131706557
"41782970",TRE-60479,,,,,TRE-60479,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,1629 MADRONA DR,a3412c28-6e4b-4949-bea6-a57b732ad369,1282475.00025472,228126.999908134,87.7537231445312,47.6161525843,-122.2847108654
"41783114",TRE-24335,,,,,TRE-24335,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,737 N 90TH ST,52bbc650-53af-42ff-88b4-24805e0b5e95,1267255.00018297,256878.999818712,87.4515838623047,47.6941569311,-122.3487038589
"41783217",TRE-19281,,,,,TRE-19281,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,3120 NE 115TH ST,341d0069-5f6f-4644-8c9a-0982ed7e1969,1280880.99983381,263169.00003396,86.6848220825195,47.7121198424,-122.2938688744
"41783258",TRE-13191,,,,,TRE-13191,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,6585 NE WINDERMERE RD,5aae322a-9753-4b3b-9aaa-7178d86bf23a,1290033.99990048,248502.999838471,87.4012298583984,47.6723902764,-122.2555948227
"41783279",TRE-2201,,,,,TRE-2201,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"48",Private,5829 5TH AV NW,9f027b08-ddda-4269-af2c-9026719ccfc1,1263563.00002106,248792.999914631,85.4349517822266,47.6717934005,-122.3630399972
"41783520",TRE-7745,,,,,TRE-7745,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,5639 KIRKWOOD PL N,20841273-22f1-4472-8885-5dfea4cf95c4,1270978.99995281,248014.999830216,87.2511444091797,47.6700610552,-122.3328837749
"41783626",TRE-48012,,,,,TRE-48012,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,323 16TH AVE E,73db1ace-4277-4df6-9852-4a90b9dce43e,1275915.0002514,230108.000211224,87.8007049560547,47.6212402121,-122.3114577867
"41783720",TRE-18390,,,,,TRE-18390,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,12002 NORTH PARK AV N,abf823a5-70ae-4537-b3eb-4ac022b12754,1267243.99987689,264873.999904796,87.8213958740234,47.7160702224,-122.3493880290
"41783788",TRE-24663,,,,,TRE-24663,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,812 NE 100TH ST,4e273884-0784-4a6e-be11-ef3067644692,1274384.00003256,259365.000096053,87.2286148071289,47.7013521291,-122.3199562783
"41783804",TRE-72174,,,,,TRE-72174,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,2103 41ST AV SW,766c9167-0d0e-472d-8bf8-492739291704,1257749.99983606,217341.999824628,87.6896362304688,47.5852691905,-122.3840571402
"41783909",TRE-84309,,,,,TRE-84309,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,6360 BEACH DR SW,5c0a1fbf-64c6-4982-8ecf-d0bba2a6989a,1253985.99981815,202758.99979122,86.9793395996094,47.5450893474,-122.3981046606
"41784066",TRE-8978,,,,,TRE-8978,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"46",Private,2701 NE 62ND ST,7fe7d5ac-aa4c-4c2c-ab9d-0c86fd8218cf,1279509.99995114,249257.999968886,86.6163482666016,47.6739185372,-122.2983612145
"41784207",TRE-46276,,,,,TRE-46276,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"63",Private,1812 30TH AVE,cc7dd850-d687-47cc-9105-2e8a567a1a32,1280329.99995156,228824.000154555,87.5989990234375,47.6179518295,-122.2934598336
"41784215",TRE-42183,,,,,TRE-42183,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"45",Private,1227 2ND AV N,cf6d506b-a0b7-4f4a-932b-ee5bc14d1496,1265809.64185323,233719.039248973,87.9320831298828,47.6305984548,-122.3527151242
"41784289",TRE-18026,,,,,TRE-18026,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,12259 PALATINE AV N,9622b691-2946-4e91-b263-ee0a0d138ada,1265332.00009197,266185.000235558,87.6413955688477,47.7195600773,-122.3572590911
"41784297",TRE-74982,,,,,TRE-74982,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,2022 19TH AVE S,1a8cf843-0799-4104-9f36-e90ceaafd1e7,1276491.38459732,216842.555613548,88.4916763305664,47.5849101327,-122.3080902925
"41784792",TRE-35199,,,,,TRE-35199,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,6759 21ST AVE NW,45372aa2-a4bc-4c2e-b3b5-59b13b745d71,1258575.00015455,251695.000016138,82.4590911865234,47.6794739788,-122.3835186686
"41784835",TRE-21068,,,,,TRE-21068,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1551 N 36TH ST,4c340d97-39e3-45b2-b05f-82043ea93d74,1269289.75694023,240904.380521297,88.6703720092773,47.6504806875,-122.3391739356
"41785006",TRE-63963,,,,,TRE-63963,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,6515 2ND AV NE,0fbfa34f-9d2b-4224-9ac0-2517c6398324,1272373.99978748,250338.00010547,88.3865356445312,47.6765026991,-122.3274059753
"41785022",TRE-18948,,,,,TRE-18948,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,327 NE 115TH ST,2e382ef3-b045-482d-bb82-e21d6adcf1a9,1273252.99999797,263340.000020057,88.2271118164062,47.7121874812,-122.3248614395
"41785089",TRE-19855,,,,,TRE-19855,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,11039 40TH AV NE,d5edd0fa-b2a3-47d1-a572-f277a43a2425,1282932.99999489,262150.000103474,86.7932891845703,47.7094332260,-122.2854570383
"41785145",TRE-20577,,,,,TRE-20577,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,1612 N 39TH ST,80eb8ef9-c28b-4b0e-ac5a-ca88aa455d5a,1269605.00007614,242321.00006339,86.5758438110352,47.6543804912,-122.3380075497
"41785230",TRE-501134,,,,,TRE-501134,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Seattle Department of Transportation,4812 S MYRTLE ST,5f9f525a-4840-4149-9df1-3a1b65e76597,1285103.33423689,199909.251225635,87.6944046020508,47.5389428004,-122.2719175587
"41785357",TRE-83875,,,,,TRE-83875,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,6724 36TH AV SW,cec762c6-20a3-4f6a-a868-6ff0278eb204,1258978.00000472,201549.999912634,87.1032409667969,47.5420520053,-122.3777979994
"41786362",TRE-78615,,,,,TRE-78615,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,3214 19TH AV S,89dc4984-79e6-47d9-8ef9-3e715f52067f,1276628.00013773,213100.000106543,89.0439605712891,47.5746590072,-122.3072463860
