OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41617282",TRE-1115938,,,,,TRE-1115938,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,fc275c8e-e3dc-4965-b99a-45f76a4ce3ba,1275342.5955563,262409.022551298,87.3098831176758,47.7097464044,-122.3163022026
"41617782",TRE-1134786,,,,,TRE-1134786,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,3032 5TH AVE W,3888908f-6ca7-4a4e-8097-5ae06a8d1276,1263271.52586648,239948.744309217,87.1073684692383,47.6475359055,-122.3635090890
"41617955",TRE-1141902,,,,,TRE-1141902,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,2100 SW HOLDEN ST,e2be4a72-40da-4bb9-8296-f61bd541571e,1263140.43918639,198459.684899047,88.8397064208984,47.5338093522,-122.3607003715
"41617985",TRE-1143216,,,,,TRE-1143216,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,1515 DEXTER AVE N,765851fa-da10-4267-8513-e3b4629fbed4,1268294.84751272,234678.256490633,90.0529098510742,47.6333616916,-122.3427142771
"41618045",TRE-1145596,,,,,TRE-1145596,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,3300 S HORTON ST,62c5497e-4331-433f-afb6-ad9ae2c054e4,1278021.75719273,212833.829379052,88.1333694458008,47.5740024718,-122.3015803468
"41618141",TRE-1148974,,,,,TRE-1148974,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,3527 E SPRUCE ST,a4291ddc-3719-4658-a6bc-8440ae8bf162,1281825.67314132,223568.215390548,87.0589904785156,47.6036233521,-122.2869939747
"41618223",TRE-1152026,,,,,TRE-1152026,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,39TH AVE E & E HARRISON ST,f69b349f-fc3f-4508-9da8-9c4071aef6c5,1282939.67813115,230457.504433468,,47.6225645125,-122.2830051458
"41618367",TRE-1114817,,,,,TRE-1114817,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,2522 NE 91ST ST,3cdcade7-7487-4afa-829e-413be4aa8e64,1279131.36127272,256907.095563054,85.9957504272461,47.6948648242,-122.3004897147
"41618419",TRE-500791,,,,,TRE-500791,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Seattle Department of Transportation,3501 EAST MARGINAL WAY S,9a0042ae-98e8-4afe-a168-c555df066fff,1267994.17029256,212168.161419049,85.6884994506836,47.5716461900,-122.3421436838
"41618569",TRE-1120982,,,,,TRE-1120982,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,2115 W BARRETT ST,87bd7e61-e5e3-40c4-9906-88451f2b71f1,1258197.2286004,239679.116239548,88.8654098510742,47.6465184292,-122.3840690576
"41618728",TRE-1099955,,,,,TRE-1099955,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Seattle Department of Transportation,TC - NW 77TH ST & MARY AVE NW,04c5e807-ecac-4ecf-b885-a4668ba5d3d6,1260603.9206374,253695.38774763,85.7656936645508,47.6850686462,-122.3754467403
"41618745",TRE-1118229,,,,,TRE-1118229,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Seattle Department of Transportation,W RUFFNER ST & 31ST AVE W,f083fdde-64f7-41f9-8c0c-28e37ae6196f,1255074.96253523,241837.342894211,85.2118911743164,47.6522607823,-122.3969109658
"41618967",TRE-48550,,,,,TRE-48550,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Seattle Department of Transportation,E MERCER ST AND 16TH AVE E,a77d3814-52ac-45f9-87c9-3ae45321134d,1275970.82494289,231277.126481891,87.2023162841797,47.6244477069,-122.3113225063
"41618968",TRE-72739,,,,,TRE-72739,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,2201 WALNUT AV SW,ee9392ed-1d24-46c2-8f3d-054bbd803fd9,1258053.99988423,216852.00014846,87.8350601196289,47.5839429191,-122.3827855767
"41619188",TRE-4560,,,,,TRE-4560,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"49",Private,1426 N 48TH ST,e93990d2-ce61-401b-a6e5-59e792b86af3,1269368.99989198,245789.000017136,86.9497146606445,47.6638734910,-122.3392402683
"41619201",TRE-32878,,,,,TRE-32878,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,1965 12TH AV W,de518ae7-5214-4392-8781-3b6224dc6c8d,1260910.66969581,236493.172480211,86.9141235351562,47.6379353088,-122.3728046321
"41619473",TRE-13264,,,,,TRE-13264,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,6059 NE 61ST ST,1d737bcc-cd9f-40f9-9cec-4cd3a0633bd0,1288719.00023389,248667.999836549,87.5710754394531,47.6727757962,-122.2609437710
"41619642",TRE-71571,,,,,TRE-71571,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,700 LAKESIDE AV S,daecdde3-6ef1-484b-b3f5-c545a2aad07f,1281603.00003022,220914.999896467,87.5033187866211,47.5963393525,-122.2876931876
"41619675",TRE-33860,,,,,TRE-33860,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,2009 2ND AV N,42822770-1b6a-4a4a-903f-8328a236db36,1265722.56263106,236000.00023821,87.4180374145508,47.6368457495,-122.3532509095
"41619979",TRE-6627,,,,,TRE-6627,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,5200 11TH AV NE,6a6ec392-9354-482d-99fd-c23d3aedc157,1275145.99982089,246635.999963552,86.865837097168,47.6665025796,-122.3158664462
"41620051",TRE-27509,,,,,TRE-27509,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,2209 N 44TH ST,be30c118-ce49-45b0-ac7c-1256539d4282,1271101.30548248,244433.643803969,86.0745391845703,47.6602512146,-122.3321043943
"41621110",TRE-1081495,,,,,TRE-1081495,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,8637 FARWELL PL SW,6c3d9e10-6dff-4fed-a120-9e840f5705a5,1258038.2246533,195464.85164988,86.7085723876953,47.5253212290,-122.3811066612
"41621190",TRE-1086846,,,,,TRE-1086846,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,4226 NE 88TH ST,f64eba43-651d-497f-bb7d-62e7063da07b,1283808.87947673,255921.914462551,86.4651107788086,47.6924073222,-122.2814240440
"41621206",TRE-1087995,,,,,TRE-1087995,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,175 LAKE WASHINGTON BLVD,0c7de896-2d0d-476b-bed6-05cdabc9675b,1282230.92265889,223338.598067626,88.2581634521484,47.6030149432,-122.2853340154
"41621224",TRE-1089412,,,,,TRE-1089412,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,1483 ALASKAN WAY,8824feac-958d-43b1-96dc-7c24aa38d50d,1268453.45644748,224966.080705047,87.9138336181641,47.6067495071,-122.3412992883
"41621367",TRE-1099634,,,,,TRE-1099634,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,134 N 82ND ST,e6184c02-53c7-4c38-9731-db2c028f8aeb,1265320.08148064,254831.297221214,87.4195861816406,47.6884395735,-122.3563946890
"41621411",TRE-1103331,,,,,TRE-1103331,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2502 NW 92ND ST,78bf4bc3-ebc0-42e1-b1af-b7be4c6435ca,1257420.25344831,257851.915851891,87.4250106811523,47.6962857498,-122.3887104580
"41621444",TRE-1106018,,,,,TRE-1106018,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,11555 6TH PL NE,3c879624-ee2a-4434-8e27-3d138a0e51a2,1273780.61934955,263983.344861969,86.411994934082,47.7139788799,-122.3227692238
"41621542",TRE-1113553,,,,,TRE-1113553,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,9501 20TH AVE NE,f9f743aa-1b3c-48af-a3a3-5eab4a98aaec,1277394.41199073,258399.474796131,87.9582748413086,47.6988644085,-122.3076576521
"41621554",TRE-1114293,,,,,TRE-1114293,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,2804 NE 113TH ST,97403c90-81d1-4ef9-88df-6180512dd4c2,1279945.55026114,262487.440045387,86.0337677001953,47.7102029664,-122.2976153072
"41621570",TRE-1115944,,,,,TRE-1115944,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,1040 NE NORTHGATE WAY,62a35ee0-55a0-4fbd-bbac-abdfae616fa4,1275315.11988948,262401.117383391,87.2712554931641,47.7097232851,-122.3164131642
"41621573",TRE-1116095,,,,,TRE-1116095,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,10417 23RD AVE NE,fe778766-674e-4cab-ac9a-54b539c6f7c9,1278275.49257764,260458.42868346,87.4548263549805,47.7045541765,-122.3042400749
"41621574",TRE-1116149,,,,,TRE-1116149,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,10559 23RD AVE NE,07aae8f4-1017-4d9e-ae8a-01b4a10754f3,1278168.9012554,261191.735943884,87.064323425293,47.7065585707,-122.3047298467
"41621624",TRE-1119803,,,,,TRE-1119803,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,2220 W EMERSON ST,25fea88a-1508-4ab1-aef9-342ed7d476bc,1257823.06530672,242437.159279883,86.559211730957,47.6540573507,-122.3858123876
"41621637",TRE-1120831,,,,,TRE-1120831,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,4575 36TH AVE W,ac932c66-812a-4f5f-b0af-ce3abe1dfc01,1253485.05593814,245472.59152922,86.896369934082,47.6621359565,-122.4036613312
"41621910",TRE-1141818,,,,,TRE-1141818,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,4100 DELRIDGE WY SW MEDIAN,cf8d1178-428d-4cdd-9ce8-c084dcba8a44,1262727.88587764,210327.898367301,88.2588882446289,47.5663170788,-122.3633252023
"41622004",TRE-1149005,,,,,TRE-1149005,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,3804 E TERRACE ST,fa035173-04f1-4831-8f8e-9538efb8099f,1282541.87216823,224083.090016961,88.1748733520508,47.6050716741,-122.2841306989
"41622372",TRE-1093889,,,,,TRE-1093889,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Seattle Department of Transportation,4500 AURORA AVE N,82a3558e-f094-4044-92b1-fde001c101c3,1267471.73170489,245040.496592879,89.3826065063477,47.6617198421,-122.3468785891
"41622373",TRE-1094544,,,,,TRE-1094544,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,100 NE NORTHLAKE WAY,a055538c-a0a3-4e8d-b320-e51ff203d121,1272195.71175823,242026.11220172,87.8760833740234,47.6537105863,-122.3274745212
"41622505",,"3563",,,,"3563",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"3",Private,Van Asselt Playground,32743564-1d0d-494d-bd44-b51694991f55,1279866.68230864,200355.887799546,87.4540939331055,47.5398967026,-122.2931486263
"41622509",,"3572",,,,"3572",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"13",Private,Warren G. Magnuson Park,b3aa5217-1bd4-4c68-9f42-3309549df1e1,1288498.1538908,250476.893528461,88.1277465820312,47.6777227609,-122.2619763087
"41622532",,"3863",,,,"3863",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"26",Seattle Parks and Recreation,Lake Washington Boulevard,0d56ed69-2677-4432-adfc-3a294cef7ebe,1283307.22792098,228062.742490724,88.2086944580078,47.6160194311,-122.2813322881
"41622541",,"3959",,,,"3959",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"22",Seattle Parks and Recreation,Lake Washington Boulevard,9f9e0adb-7c6d-4bf9-b40d-8e60314a80fe,1281485.26371714,222465.416743129,86.9230499267578,47.6005829454,-122.2882890784
"41622578",,"4515",,,,"4515",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"30",Seattle Parks and Recreation,Volunteer Park,4517a9a6-8e3a-4f48-aa0c-0359071c57f2,1275338.74877922,232883.067823797,86.2933883666992,47.6288162556,-122.3140104897
"41622586",,"4665",,,,"4665",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"20",Seattle Parks and Recreation,Volunteer Park,319ae496-af3b-4bd5-80c5-3adf4b441cac,1275695.45541489,234141.240504295,88.6243362426758,47.6322836892,-122.3126622142
"41622587",,"4666",,,,"4666",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"13",Private,Volunteer Park,023c30bf-859f-4bf8-8b01-bf735ed97c23,1275678.45610505,234169.713216379,88.7587356567383,47.6323608366,-122.3127333665
"41622591",,"4760",,,,"4760",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"29",Seattle Parks and Recreation,Volunteer Park,d988fa9d-99af-4636-8321-706808b747b9,1275433.32339323,233612.115906388,87.506965637207,47.6308195504,-122.3136838849
"41622672",,"6002",,,,"6002",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,,Seattle Parks and Recreation,Woodland Park,0448f420-595c-4af9-b0ee-bda9bccc3f9e,1267641.33963339,247727.269106463,86.187858581543,47.6690933082,-122.3464047981
"41622673",,"6009",,,,"6009",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,,Seattle Parks and Recreation,Woodland Park,02225790-a0c0-448c-a118-9ace6c2bdea3,1267600.45027947,247652.307642221,86.1827697753906,47.6688856382,-122.3465647390
"41622674",,"6015",,,,"6015",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,,Seattle Parks and Recreation,Woodland Park,0c5c1970-89f8-4920-8249-0124a7957f03,1267929.66090715,247412.392111555,86.6978759765625,47.6682457781,-122.3452097277
"41622698",,"6377",,,,"6377",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"16",Seattle Parks and Recreation,Gas Works Park,fce15cba-64b1-4275-b6cc-5f6abb9138d3,1270412.35508873,239360.235643715,87.4650192260742,47.6463083653,-122.3344980169
"41622699",,"6385",,,,"6385",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"8",Seattle Parks and Recreation,Gas Works Park,7338737a-ec99-42a1-a230-c1d9d8b85195,1269816.31822306,239291.177054808,87.8049240112305,47.6460871802,-122.3369101188
"41622700",,"6407",,,,"6407",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"5",Seattle Parks and Recreation,Gas Works Park,f8eaf181-eff1-4842-aefb-7e7f9706d669,1270310.23062105,239298.759716794,87.1716003417969,47.6461344002,-122.3349073765
"41622701",,"6411",,,,"6411",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"8",Seattle Parks and Recreation,Gas Works Park,ff727079-e143-4f86-baa9-61e98b61ee1b,1270285.82876697,239297.078289717,87.2146301269531,47.6461284862,-122.3350062191
"41622704",,"6433",,,,"6433",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"5",Seattle Parks and Recreation,Gas Works Park,1f43edb0-29ff-4169-b085-ac16350d0339,1270274.49283165,239304.608786464,87.2146301269531,47.6461485206,-122.3350527946
"41622705",,"6436",,,,"6436",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"6",Seattle Parks and Recreation,Gas Works Park,4ecccddd-38d0-4ca1-aa58-f4010fe8dfdc,1270271.91212815,239304.263970882,87.2146301269531,47.6461474374,-122.3350632348
"41622706",,"6443",,,,"6443",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"7",Seattle Parks and Recreation,Gas Works Park,d857474c-4072-4243-80d8-05aea43b3534,1270268.24645306,239293.964450806,87.2146301269531,47.6461190107,-122.3350772877
"41622720",,"6769",,,,"6769",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"9",Seattle Parks and Recreation,Trolley Hill Park,23bcc87f-a917-44f7-a834-059db8d78e0d,1267137.06701989,235294.3779618,87.4592056274414,47.6349881080,-122.3474583127
"41622744",,"7074",,,,"7074",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"38",Seattle Parks and Recreation,Woodland Park,bb38fb24-2a76-4075-b5e5-ce32e3012852,1267580.59566039,248429.2946053,86.5275726318359,47.6710142540,-122.3467073161
"41622746",,"7104",,,,"7104",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"2",Seattle Parks and Recreation,Woodland Park,c0bc01e4-752a-4436-9d40-c4d2a961636c,1267763.38236831,248582.07842046,86.661506652832,47.6714428790,-122.3459777553
"41622789",,"7719",,,,"7719",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,,Seattle Parks and Recreation,Woodland Park,3c25f934-e79b-42e7-87ed-af3a02ebd9f9,1267715.12852781,248741.750345215,86.8179702758789,47.6718779323,-122.3461863106
"41622800",,"7838",,,,"7838",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"2",Seattle Parks and Recreation,Seward Park,6f2be8cc-caf1-499c-9ba3-56a4f4049253,1289504.40909614,204190.720024884,88.6778030395508,47.5509025480,-122.2544229107
"41622811",,"8052",,,,"8052",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"1",Seattle Parks and Recreation,Matthews Beach Park,662ab4fb-b40a-4202-94d3-8700e5d9b38b,1286084.51665772,256843.20855172,88.5417175292969,47.6950496022,-122.2722554739
"41622860",,"8574",,,,"8574",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"30",Seattle Parks and Recreation,Discovery Park,6784c156-693f-49be-acce-f9293319575b,1253018.3216354,243340.443234473,87.4523696899414,47.6562657982,-122.4053782503
"41622904",,"9323",,,,"9323",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"11",Seattle Parks and Recreation,Bryant Playground,2ca7ed51-92b2-4c67-9f49-0e2530d25784,1283042.87641557,249538.736284047,88.0857238769531,47.6748715013,-122.2840452511
"41622923",,"9656",,,,"9656",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"19",Seattle Parks and Recreation,Othello Park,6630b1fb-eb67-4956-a38a-313e727eb53a,1283636.16722372,198769.966430724,88.4113159179688,47.5357446706,-122.2777697705
"41622925",,"9676",,,,"9676",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"34",Seattle Parks and Recreation,Othello Park,106483f4-120b-48dd-9ead-d532e8ac8382,1283731.02005239,198996.511253223,88.6551818847656,47.5363705119,-122.2774030583
"41622968",,"10863",,,,"10863",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"22",Seattle Parks and Recreation,Meadowbrook Playfield,4853bee2-841f-4f3f-9749-26603b006b1f,1281504.71249714,260729.166330963,88.4002304077148,47.7054647090,-122.2911480810
"41622983",,"11111",,,,"11111",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"10",Seattle Parks and Recreation,Pendleton Miller Playfield,49ba40fd-16ab-439c-bd6b-c57782b22be4,1277071.32339805,230390.923201799,87.6182098388672,47.6220764877,-122.3067918318
"41622988",,"11180",,,,"11180",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"13",Seattle Parks and Recreation,Genesee Park and Playfield,1f97f9ca-b4da-4f5e-8c57-181b920ecba6,1282105.91241023,208116.47693713,87.7243347167969,47.5612845937,-122.2846770587
"41623016",,"11564",,,,"11564",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"42",Seattle Parks and Recreation,Carkeek Park,e0c85d30-6d1d-44f9-8265-499a84ec8360,1260911.56733181,263528.478645712,88.5633316040039,47.7120373678,-122.3749976637
"41623044",,"11890",,,,"11890",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"26",Seattle Parks and Recreation,Interlaken Park,4c85eabe-3a60-42fb-a6b3-b5449975c030,1276820.46464781,234342.645941377,87.5407638549805,47.6328949305,-122.3081159331
"41623045",,"11892",,,,"11892",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"22",Seattle Parks and Recreation,Interlaken Park,1b8948a5-6e40-438e-9f24-e4abf956190c,1276817.3268588,234379.652757138,87.7717361450195,47.6329962008,-122.3081315332
"41623090",,"12513",,,,"12513",Seattle Parks and Recreation,Thuja plicata,Western Red Cedar,"21",Seattle Parks and Recreation,Discovery Park,7e69e1e9-0628-4a50-83a2-5b0f82f842e8,1252993.80856106,243972.139805719,88.148193359375,47.6579958515,-122.4055300560
